product_name,price,ratings,features,pagenum,originalprice,Discount,Review
"Samsung Galaxy F06 5G (Lit Violet, 64 GB)","₹8,999",4.2,4 GB RAM | 64 GB ROM | Expandable Upto 1500 GB17.02 cm (6.7 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,2,"₹12,499",28% off,"40,373 Ratings & 2,384 Reviews"
"IQOO Z10X 5G (Titanium, 128 GB)","₹16,196",4.4,8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera6500 mAh Battery1 Year Warranty on Handset and 6 Months Warranty on Accessories,2,"₹18,999",14% off,"5,237 Ratings & 240 Reviews"
"Ai+ Nova 5G (Pink, 128 GB)","₹8,999",4.2,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.13 cm (6.745 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryT8200 Processor1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories,2,"₹10,999",18% off,"25,287 Ratings & 1,590 Reviews"
Samsung Guru Music 2 B310ED,₹775,3.1,32 MB RAM | 32 MB ROM | Expandable Upto 100 MB4.57 cm (1.8 inch) VGA Display0MP | 0MP Front Camera800 mAh BatteryNA Processor1 Year Seller Warranty,2,"₹1,798",56% off,"31,559 Ratings & 2,117 Reviews"
"Nokia 105 Classic Single Sim Keypad Phone, Without Charger",₹994,3.9,32 MB RAM | 32 MB ROM4.5 cm (1.77 inch) Display0MP Front Camera800 mAh BatterySC6531E Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Battery from the Date of Purchase,2,"₹1,249",20% off,"8,265 Ratings & 326 Reviews"
"IQOO Z10 5G (Glacier Silver / Silver, 128 GB)","₹21,600",4.4,8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera7300 mAh Battery1 Year Warranty on Handset and 6 Months Warranty on Accessories,2,"₹25,999",16% off,"5,331 Ratings & 258 Reviews"
"vivo T4 Lite 5G Charger in the Box (Prism Blue, 64 GB)","₹10,999",4.4,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB17.12 cm (6.74 inch) HD+ Display50MP + 2MP | 5MP Front Camera6000 mAh BatteryDimensity 6300 5G Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,2,"₹12,999",15% off,"44,918 Ratings & 1,300 Reviews"
Kechaoda A26,₹889,4,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB1.68 cm (0.66 inch) QVGA Display0MP | 0MP Front Camera800 mAh BatteryNA Processor3 Months Company Warranty,3,"₹1,499",40% off,"30,256 Ratings & 1,642 Reviews"
"IQOO Z10X 5G (Ultramarine, 128 GB)","₹16,228",4.4,8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera6500 mAh Battery1 Year on Handset and 6 Months on Accessories,3,"₹18,999",14% off,"5,237 Ratings & 240 Reviews"
"realme P4 Power 5G (TransSilver, 128 GB)","₹25,999",4.6,8 GB RAM | 128 GB ROM17.27 cm (6.8 inch) Full HD+ AMOLED Display50MP + 8MP | Yes10001 mAh BatteryDimensity 7400 Ultra Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,3,"₹32,999",21% off,"1,008 Ratings & 90 Reviews"
KARBONN Jumbo K9,"₹1,380",4,Expandable Upto 16 GB6.1 cm (2.4 inch) QVGA Display1.3MP Rear Camera1800 mAh Battery1 Year for Mobile & 6 Months for Accessories,3,"₹1,890",26% off,"16,557 Ratings & 1,504 Reviews"
"POCO C71 (Cool Blue, 128 GB)","₹8,799",4.1,"6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.48 cm (6.88 inch) HD+ Display32MP Rear Camera | 8MP Front Camera5200 mAh BatteryUnisoc T7250
Max clock speed: 
2 x A75@1.8GHz
6 x A55@1.6GHz Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories",3,"₹9,999",12% off,"33,722 Ratings & 1,570 Reviews"
"MOTOROLA g05 (Forest Green, 64 GB)","₹7,299",4.2,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5100 mAh BatteryHelio G81 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,3,"₹9,999",27% off,"79,805 Ratings & 4,779 Reviews"
"realme C71 (Sea Blue, 128 GB)","₹9,699",4.2,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.14 cm (6.75 inch) HD+ Display13MP Rear Camera | 5MP Front Camera6300 mAh BatteryT7250 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,3,"₹10,999",11% off,"9,030 Ratings & 336 Reviews"
HOTLINE H310,₹469,3.5,32 MB RAM | 32 MB ROM4.57 cm (1.8 inch) Display0.3MP Rear Camera1000 mAh BatteryNo Warranty,3,₹999,53% off,"7,518 Ratings & 491 Reviews"
"KARBONN K9 4G Dual SIM, 2.4""LCD,2000mAh Battery,Youtube,Facebook,2MP,SDCard upto128GB","₹2,295",4,64 MB RAM | 128 MB ROM | Expandable Upto 128 GB6.1 cm (2.4 inch) FWVGA Display2MP + 0MP | 0MP Front Camera2000 mAh BatterySingle Core Processor1 Year Manufacturer Warranty for Device and 6 Months for Accessories,3,"₹2,990",23% off,23 Ratings & 1 Reviews
KARBONN K9,"₹1,297",4.1,6.6 cm (2.6 inch) QVGA Display2MP Rear Camera1800 mAh Battery1 Year Manufacturer Warranty,3,"₹1,890",31% off,"9,562 Ratings & 743 Reviews"
"POCO M7 Plus 5G (Carbon Black, 128 GB)","₹13,999",4.3,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.53 cm (6.9 inch) Display50MP AI Dual Camera7000 mAh BatterySnapdragon 6s Gen 3 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,3,"₹16,999",17% off,"6,520 Ratings & 340 Reviews"
Samsung SM-B310 EZBAPKS,₹898,3.1,100 MB RAM | 100 MB ROM | Expandable Upto 100 MB4.57 cm (1.8 inch) VGA Display0MP | 0MP Front Camera800 mAh BatteryNA ProcessorNo Warranty,3,"₹1,899",52% off,"1,176 Ratings & 71 Reviews"
KARBONN K9,"₹1,439",4.2,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB6.1 cm (2.4 inch) FWVGA Display2MP + 0MP | 0MP Front Camera1800 mAh BatteryNA Processor1 Year Manufacture Warranty,3,"₹1,890",23% off,220 Ratings & 10 Reviews
"KARBONN Sparkle2 Dual SIM Keypad Mobile 2''LCD,Camera,1000mAh Battery Expandable,32GB","₹1,089",4,40 MB RAM | 32 MB ROM | Expandable Upto 32 GB5.08 cm (2 inch) FWVGA Display0.5MP + 0MP | 0.5MP Front Camera1000 mAh BatteryMAD Processor12 month service warrenty,3,"₹1,590",31% off,69 Ratings & 1 Reviews
"MOTOROLA g05 (Plum Red, 64 GB)","₹7,299",4.2,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5100 mAh BatteryHelio G81 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,3,"₹9,999",27% off,"79,805 Ratings & 4,779 Reviews"
"IQOO Z10 5G (Glacier Silver / Silver, 256 GB)","₹24,368",4.4,8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP Rear Camera7300 mAh Battery1 Year,3,"₹27,999",12% off,"5,331 Ratings & 258 Reviews"
"POCO C71 (Desert Gold, 64 GB)","₹7,799",3.9,"4 GB RAM | 64 GB ROM | Expandable Upto 2 TB17.48 cm (6.88 inch) HD+ Display32MP Rear Camera | 8MP Front Camera5200 mAh BatteryUnisoc T7250
Max clock speed: 
2 x A75@1.8GHz
6 x A55@1.6GHz Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories",3,"₹8,999",13% off,"57,971 Ratings & 2,557 Reviews"
Kechaoda K115,₹999,4.1,32 MB RAM | 32 MB ROM3.66 cm (1.44 inch) QVGA Display0.3MP Rear Camera850 mAh Battery3 Months Company Warranty,3,"₹1,499",33% off,"43,589 Ratings & 2,715 Reviews"
"KARBONN Sparkle2 Dual SIM Keypad Mobile 2""LCD,Camera,1000mAh Battery Expandable,32GB","₹1,097",3.4,40 MB RAM | 32 MB ROM | Expandable Upto 32 GB5.08 cm (2 inch) FWVGA Display0.5MP + 0MP | 0MP Front Camera1000 mAh BatteryMAD Processor12 month service warrenty,3,"₹1,590",31% off,10 Ratings & 1 Reviews
"KARBONN Sparkle2 Keypad Mobile 2 inchLCD,Camera,1000mAh Battery Expandable,32GB","₹1,140",4,40 MB RAM | 32 MB ROM | Expandable Upto 32 GB5.08 cm (2 inch) FWVGA Display0.5MP + 0MP | 0.5MP Front Camera1000 mAh BatteryMAD Processor1 Year Manufacturer Warranty,3,"₹1,590",28% off,6 Ratings & 1 Reviews
"realme C71 (Sea Blue, 64 GB)","₹8,990",4.3,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB17.14 cm (6.75 inch) HD+ Display13MP Rear Camera | 5MP Front Camera6300 mAh BatteryT7250 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,3,"₹8,999",,"1,031 Ratings & 35 Reviews"
"Tecno Spark Go 2 (Titanium Grey, 64 GB)","₹7,499",4.3,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Display13MP Rear Camera5000 mAh Lithium Polymer BatteryT7250 Processor1 Year Manufacturer Warranty for Phone,3,"₹8,999",16% off,"2,501 Ratings & 150 Reviews"
"Samsung Galaxy F06 5G (Bahama Blue, 64 GB)","₹8,999",4.2,4 GB RAM | 64 GB ROM | Expandable Upto 1500 GB17.02 cm (6.7 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,3,"₹12,499",28% off,"40,373 Ratings & 2,384 Reviews"
"Nokia 106 Single Sim Keypad Phone with Built-in UPI App, MP3 Player","₹1,149",3.8,32 MB RAM | 32 MB ROM17.02 cm (6.7 inch) Display1000 mAh BatterySC6531E Processor1YR BRAND WARRANTY ON HANDSET & 6 MONTHS WARRANTY ON ACCESSORIES,3,"₹1,699",32% off,"7,734 Ratings & 413 Reviews"
"Ai+ Nova 5G (Black, 128 GB)","₹8,999",4.2,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.13 cm (6.745 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryT8200 Processor1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories,4,"₹10,999",18% off,"25,287 Ratings & 1,590 Reviews"
"IQOO Z10X 5G (Titanium, 256 GB)","₹18,589",4.4,8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera6500 mAh Battery1 Year Warranty on Handset and 6 Months Warranty on Accessories,4,"₹20,499",9% off,"5,237 Ratings & 240 Reviews"
Kechaoda A27,₹899,4,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB1.68 cm (0.66 inch) QVGA Display0MP | 0MP Front Camera800 mAh BatteryNA Processor3 Months Company Warranty,4,"₹1,499",40% off,"16,259 Ratings & 869 Reviews"
"REDMI A4 (Starry Black, 128 GB)","₹11,477",4.2,6 GB RAM | 128 GB ROM17.48 cm (6.88 inch) Display50MP + 50MP | 5MP Dual Front Camera5160 mAh BatterySnapdragon 4s Gen 2 5G Processor Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4,"₹12,999",11% off,"2,231 Ratings & 78 Reviews"
"realme P4 Power 5G (TransSilver, 128 GB)","₹25,999",4.6,8 GB RAM | 128 GB ROM17.27 cm (6.8 inch) Full HD+ AMOLED Display50MP + 8MP | Yes10001 mAh BatteryDimensity 7400 Ultra Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4,"₹32,999",21% off,"1,008 Ratings & 90 Reviews"
KARBONN Jumbo K9,"₹1,380",4,Expandable Upto 16 GB6.1 cm (2.4 inch) QVGA Display1.3MP Rear Camera1800 mAh Battery1 Year for Mobile & 6 Months for Accessories,4,"₹1,890",26% off,"16,557 Ratings & 1,504 Reviews"
"REDMI 14C 5G (Stardust Purple, 128 GB)","₹10,499",4.2,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5160 mAh Battery4 Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4,"₹13,999",25% off,"9,171 Ratings & 453 Reviews"
"MOTOROLA g57 power 5G (Pantone Corsair, 128 GB)","₹13,999",4.4,8 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Full HD+ Display50MP + 8MP | 8MP Front Camera7000 mAh Battery6s Gen 4 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,4,"₹17,999",22% off,"16,678 Ratings & 906 Reviews"
"KARBONN K9 4G Dual SIM, 2.4""LCD,2000mAh Battery,Youtube,Facebook,2MP,SDCard upto128GB","₹2,295",4,64 MB RAM | 128 MB ROM | Expandable Upto 128 GB6.1 cm (2.4 inch) FWVGA Display2MP + 0MP | 0MP Front Camera2000 mAh BatterySingle Core Processor1 Year Manufacturer Warranty for Device and 6 Months for Accessories,4,"₹2,990",23% off,23 Ratings & 1 Reviews
KARBONN K9,"₹1,297",4.1,6.6 cm (2.6 inch) QVGA Display2MP Rear Camera1800 mAh Battery1 Year Manufacturer Warranty,4,"₹1,890",31% off,"9,562 Ratings & 743 Reviews"
"POCO M7 5G (Mint Green, 128 GB)","₹10,799",4.1,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5160 mAh Battery4 Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4,"₹12,999",16% off,"75,020 Ratings & 3,468 Reviews"
"POCO C71 (Power Black, 128 GB)","₹8,799",4.1,"6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.48 cm (6.88 inch) HD+ Display32MP Rear Camera | 8MP Front Camera5200 mAh BatteryUnisoc T7250
Max clock speed: 
2 x A75@1.8GHz
6 x A55@1.6GHz Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories",4,"₹9,999",12% off,"33,722 Ratings & 1,570 Reviews"
"vivo T4x 5G (Pronto Purple, 128 GB)","₹15,499",4.5,6 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Display50MP + 2MP | 8MP Front Camera6500 mAh BatteryDimensity 7300 5G Processor1 Year Warranty for Device and 6 Months Warranty for Accessories,4,"₹17,999",13% off,"2,10,240 Ratings & 9,148 Reviews"
"Ai+ Pulse (Purple, 128 GB)","₹7,499",4.1,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.13 cm (6.745 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryT615 Processor1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories,4,"₹9,999",25% off,"6,922 Ratings & 406 Reviews"
KARBONN K9,"₹1,439",4.2,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB6.1 cm (2.4 inch) FWVGA Display2MP + 0MP | 0MP Front Camera1800 mAh BatteryNA Processor1 Year Manufacture Warranty,4,"₹1,890",23% off,220 Ratings & 10 Reviews
"KARBONN Sparkle2 Dual SIM Keypad Mobile 2''LCD,Camera,1000mAh Battery Expandable,32GB","₹1,089",4,40 MB RAM | 32 MB ROM | Expandable Upto 32 GB5.08 cm (2 inch) FWVGA Display0.5MP + 0MP | 0.5MP Front Camera1000 mAh BatteryMAD Processor12 month service warrenty,4,"₹1,590",31% off,69 Ratings & 1 Reviews
"IQOO Z10X 5G (Ultramarine, 256 GB)","₹18,290",4.4,8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera6500 mAh Battery1 Year on Handset and 6 Months on Accessories,4,"₹20,499",10% off,"5,237 Ratings & 240 Reviews"
Jmax Super 2,₹560,3.9,32 MB RAM | 32 MB ROM4.57 cm (1.8 inch) Display0.3MP Rear Camera1100 mAh Battery1 Year Domestic Warranty 7698174900,4,₹999,43% off,"2,031 Ratings & 159 Reviews"
"KARBONN Sparkle2 Dual SIM Keypad Mobile 2""LCD,Camera,1000mAh Battery Expandable,32GB","₹1,097",3.4,40 MB RAM | 32 MB ROM | Expandable Upto 32 GB5.08 cm (2 inch) FWVGA Display0.5MP + 0MP | 0MP Front Camera1000 mAh BatteryMAD Processor12 month service warrenty,4,"₹1,590",31% off,10 Ratings & 1 Reviews
"KARBONN Sparkle2 Keypad Mobile 2 inchLCD,Camera,1000mAh Battery Expandable,32GB","₹1,140",4,40 MB RAM | 32 MB ROM | Expandable Upto 32 GB5.08 cm (2 inch) FWVGA Display0.5MP + 0MP | 0.5MP Front Camera1000 mAh BatteryMAD Processor1 Year Manufacturer Warranty,4,"₹1,590",28% off,6 Ratings & 1 Reviews
"Samsung Galaxy F06 5G (Lit Violet, 128 GB)","₹9,999",4.2,4 GB RAM | 128 GB ROM | Expandable Upto 1500 GB17.02 cm (6.7 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4,"₹13,999",28% off,"40,373 Ratings & 2,384 Reviews"
"MOTOROLA G96 5G (Pantone Dresden Blue, 256 GB)","₹18,999",4.4,8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP | 32MP Front Camera5500 mAh Battery7s Gen 2 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,4,"₹22,999",17% off,"87,695 Ratings & 4,418 Reviews"
HOTLINE CLASSIC PRO,₹461,3.4,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB4.57 cm (1.8 inch) NA Display1.3MP + 0MP | 0MP Front Camera1100 mAh BatteryNA Processor6 Months Manufacturer Warranty,4,₹999,53% off,456 Ratings & 17 Reviews
"REDMI Note 14 SE 5G (Titan Black, 128 GB)","₹13,999",4.3,6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP + 2MP | 20MP Front Camera5110 mAh BatteryDimensity 7025 Ultra Processor1 Year Warranty on the Handset and 6 Months Warranty on the Inbox Accessories,4,"₹19,999",30% off,"27,089 Ratings & 1,188 Reviews"
"realme P4 Power 5G (TransSilver, 128 GB)","₹25,999",4.6,8 GB RAM | 128 GB ROM17.27 cm (6.8 inch) Full HD+ AMOLED Display50MP + 8MP | Yes10001 mAh BatteryDimensity 7400 Ultra Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,5,"₹32,999",21% off,"1,008 Ratings & 90 Reviews"
"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 128 GB)","₹11,999",4.4,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.12 cm (6.74 inch) HD+ Display50MP + 2MP | 5MP Front Camera6000 mAh BatteryDimensity 6300 5G Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,5,"₹13,999",14% off,"44,918 Ratings & 1,300 Reviews"
"MOTOROLA g57 power 5G (Pantone Regatta, 128 GB)","₹13,999",4.4,8 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Full HD+ Display50MP + 8MP | 8MP Front Camera7000 mAh Battery6s Gen 4 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,5,"₹17,999",22% off,"16,678 Ratings & 906 Reviews"
leysky hotline A26 mini Magic Voice Phone,₹777,3.7,16 MB RAM | 16 MB ROM | Expandable Upto 16 GB1.68 cm (0.66 inch) NA Display800 mAh BatteryMediatek Processor3 months warranty,5,"₹1,299",40% off,7 Ratings & 1 Reviews
"POCO C71 (Desert Gold, 128 GB)","₹8,799",4.1,"6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.48 cm (6.88 inch) HD+ Display32MP Rear Camera | 8MP Front Camera5200 mAh BatteryUnisoc T7250
Max clock speed: 
2 x A75@1.8GHz
6 x A55@1.6GHz Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories",5,"₹9,999",12% off,"33,722 Ratings & 1,570 Reviews"
"MOTOROLA g67 power 5G (Pantone Parachute, 128 GB)","₹15,999",4.4,8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP | 32MP Front Camera7000 mAh Battery7s Gen 2 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,5,"₹18,999",15% off,"8,022 Ratings & 446 Reviews"
"Samsung Galaxy F06 5G (Bahama Blue, 128 GB)","₹9,999",4.2,4 GB RAM | 128 GB ROM | Expandable Upto 1500 GB17.02 cm (6.7 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,5,"₹13,999",28% off,"40,373 Ratings & 2,384 Reviews"
"vivo T4 Lite 5G Charger in the Box (Prism Blue, 256 GB)","₹14,999",4.3,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB17.12 cm (6.74 inch) HD+ Display50MP + 2MP | 5MP Front Camera6000 mAh BatteryDimensity 6300 5G Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,5,"₹16,999",11% off,"22,914 Ratings & 988 Reviews"
Kechaoda A26_Pink,₹899,4,32 MB RAM | 16 GB ROM | Expandable Upto 32 MB1.68 cm (0.66 inch) NA Display0MP | 0MP Front Camera800 mAh BatteryNA Processor3 Months Company Warranty,5,"₹1,499",40% off,"2,371 Ratings & 65 Reviews"
"vivo T4x 5G (Marine Blue, 128 GB)","₹15,499",4.5,6 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Display50MP + 2MP | 8MP Front Camera6500 mAh BatteryDimensity 7300 5G Processor1 Year Warranty for Device and 6 Months Warranty for Accessories,5,"₹17,999",13% off,"2,10,240 Ratings & 9,148 Reviews"
"realme Narzo 80 Lite 4G (Obsidian Black, 64 GB)","₹8,497",4.3,4 GB RAM | 64 GB ROM17.12 cm (6.74 inch) HD+ Display32MP Rear Camera6300 mAh Battery1 year brand Warranty,5,"₹8,999",5% off,"2,181 Ratings & 84 Reviews"
Jmax Super 2,₹599,3.9,32 MB RAM | 32 MB ROM4.57 cm (1.8 inch) Display0.3MP Rear Camera1100 mAh Battery3 months Domestic Warranty,5,"₹1,199",50% off,"2,031 Ratings & 159 Reviews"
Kechaoda K115,₹999,4.1,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB3.66 cm (1.44 inch) QVGA Display0.3MP + 0MP | 0MP Front Camera850 mAh BatteryNA Processor3 Months Company Warranty,5,"₹1,499",33% off,"43,589 Ratings & 2,715 Reviews"
"MOTOROLA g35 5G (Leaf Green, 128 GB)","₹11,999",4.2,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 8MP | 16MP Front Camera5000 mAh BatteryT760 Processor12 5G Bands with VoNR|4K Video Recording|Vision Booster Technology1 Year on Handset and 6 Months on Accessories,5,"₹12,499",4% off,"1,25,085 Ratings & 7,606 Reviews"
"Ai+ Pulse (Green, 64 GB)","₹6,999",4.3,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.13 cm (6.745 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryT615 Processor1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories,5,"₹7,999",12% off,"44,538 Ratings & 2,650 Reviews"
LAVA A1 Josh BOL,₹966,4.1,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB4.5 cm (1.77 inch) Quarter QVGA Display1000 mAh Battery1 Year Manufacturer Replacement Guarantee for Phone and 6 months Replacement for Accessories in the Box,5,"₹1,399",30% off,"23,569 Ratings & 1,042 Reviews"
"vivo T4 Lite 5G Charger in the Box (Prism Blue, 128 GB)","₹12,999",4.4,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.12 cm (6.74 inch) HD+ Display50MP + 2MP | 5MP Front Camera6000 mAh BatteryDimensity 6300 5G Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,5,"₹14,999",13% off,"60,553 Ratings & 1,861 Reviews"
"POCO M7 Pro 5G (Lunar Dust, 128 GB)","₹13,499",4.3,6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 20MP Front Camera5110 mAh BatteryDimensity 7025 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,5,"₹18,999",28% off,"37,585 Ratings & 2,682 Reviews"
"Ai+ Pulse (Pink, 128 GB)","₹7,499",4.1,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.13 cm (6.745 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryT615 Processor1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories,5,"₹9,999",25% off,"6,922 Ratings & 406 Reviews"
"POCO M6 Plus 5G (Graphite Black, 128 GB)","₹12,448",4.2,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display108MP + 2MP | 13MP Front Camera5030 mAh BatterySnapdragon 4 Gen2 AE Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,5,"₹17,999",30% off,"18,911 Ratings & 1,086 Reviews"
"POCO M7 5G (Satin Black, 128 GB)","₹10,799",4.1,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5160 mAh Battery4 Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,5,"₹12,999",16% off,"75,020 Ratings & 3,468 Reviews"
"Tecno Spark Go 1 (Startrail Black, 64 GB)","₹6,899",4.3,3 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Display13MP Rear Camera | 8MP Front Camera5000 mAh BatteryUnisoc T61 Processor1 Year Manufacturer Warranty for Phone,5,"₹8,599",19% off,"1,914 Ratings & 87 Reviews"
Nokia All-New 105 Single Sim Keypad Phone with Built-in UPI Payments,"₹1,259",3.7,32 MB RAM | 32 MB ROM4.5 cm (1.77 inch) Display0MP | 0MP Front Camera1000 mAh BatterySC6531E Processor1YR BRAND WARRANTY ON HANDSET & 6 MONTHS WARRANTY ON ACCESSORIES,5,"₹1,599",21% off,"1,06,497 Ratings & 6,795 Reviews"
"MOTOROLA g35 5G (Midnight Black, 128 GB)","₹11,999",4.2,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 8MP | 16MP Front Camera5000 mAh BatteryT760 Processor12 5G Bands with VoNR|4K Video Recording|Vision Booster Technology1 Year on Handset and 6 Months on Accessories,5,"₹12,499",4% off,"1,25,085 Ratings & 7,606 Reviews"
"realme P4 Power 5G (TransSilver, 128 GB)","₹25,999",4.6,8 GB RAM | 128 GB ROM17.27 cm (6.8 inch) Full HD+ AMOLED Display50MP + 8MP | Yes10001 mAh BatteryDimensity 7400 Ultra Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,6,"₹32,999",21% off,"1,008 Ratings & 90 Reviews"
